,title,author,content,price,grade,genre
23,N 또는 M,"
애거사 크리스티 저
        ","



1941년작. 『비밀 결사』, 『부부 탐정』에 이은 베레스퍼드 부부의 세 번째 출연작이다. 푸아로, 마플 양 등 크리스티의 다른 유명 탐정들과 달리 작품을 거치며 주인공이 차차 나이를 먹어 가는 이들 시리즈의 특성 그대로, 1작의 철부지 콤비, 2작의 젊은 부부에 이어 3작인 이 작품에선 장성한 두 아이를 가진 중년으로 묘사된 부부의 모습이 이채롭다.                     


","5,400",8.2,추리/미스터리
24,부부탐정,"
애거사 크리스티 저
        ","



애거서 크리스티의 11번째 추리소설인 부부탐정은 적의 스파이 소굴에다 탐정사무소를 차린 토미-터펜스 부부의 이야기이다. 이들 부부의 임무는 적의 스파이 두목인 16호를 찾는 일이다. 그러나 세계 명탐정들의 흉내를 내다가 엉뚱한 사건에 휘말려들어 목숨을 건 아슬아슬한 모험이 계속된다. 그렇게 22번의 고비를 넘긴 끝에 드디어 만나게 되는 16호-그것은 달력에서부터 찾아오게 되는데....                    


","5,400",8.2,추리/미스터리
25,커튼,"
애거사 크리스티 저
        ","

 




벨기에인 망명객 에르큘 포와로는 영국으로 피난왔다가 옛친구 헤이스팅스 대위를 만나 묘한 사건에 휘말리게 된다. 그뒤 몇 십년이 지나서 헤이스팅스는 자식 셋을 모두 장성시키고 부인과도 사별한 채 양로원 등을 전전하는데 에르큘 포와로에게서 편지가 온다. 그 옛날의 스타일즈 저택에 와서 회포를 풀자는 것이었다! 이제 호호백발 할아버지가 된 에르큘 포와로는 거동도 제대로 하지 못하는 채 의자에 앉아서 헤이스팅스를 맞이한다. 하지만, 스타일즈 저택은 살기에 휩싸여 있고 에르큘 포와로는 원인 모를 죽음을 당하게 되는데.......                    


","5,400",9.3,추리/미스터리
26,회귀 경찰의 리셋라이프 5,"
한길 저
        ",,"7,200",9.8,판타지
27,회귀 경찰의 리셋라이프 4,"
한길 저
        ",,"7,200",8.7,추리/미스터리
28,변호사 윤진한 3,"
이해날 저
        ","



『어게인 마이 라이프』의 작가 이해날,당신의 즐거움을 보장할초특급 신작으로 돌아왔다!아버지의 복수를 위해악랄한 변호사가 되었으나 대기업에 처리당한 윤진한로펌 입사 전으로 회귀하다!죽음 끝에서 천재적인 두뇌를 얻은 그는대기업의 후계자 경쟁을 이용해원수들의 흔적마저 지우기로 결심하는데……악마 같은 변호사가 그려 내는두 번의 인생에 걸친 원수 파멸극!                    


","7,200",9.4,로맨스
29,음악의 신들과 함께한다 17,"
이한성 저
        ","



못 나가던(?) 싱어송라이터뮤지션의 정점에서 세상을 노래하다!가망 없는 싱어송라이터의 꿈을 접고영세 엔터테인먼트의 사장이 된 한지혁,소속 가수를 구하려다 사망……눈떠 보니 과거로 돌아왔다?음악의 신들이 당신의 뒤에서 웃음 짓습니다귀 밝은 악성, ‘들리지 않는 예술가’전설의 기타리스트, ‘여섯 현의 마술사’록밴드의 신화, ‘또 하나의 여왕’매력 넘치는 신들과 함께라면 어떤 장르든 OK!건드리는 음악마다 히트, 또 히트!만능 엔터테이너 한지혁의 짜릿한 성공기!                    


","7,200",9.1,판타지
30,비정규직 매니저 16,"
자카예프 저
        ","



『이것이 법이다』작가 자카예프이번에는 부조리가 난무하는 연예계에 뛰어든다!군대 선임의 허세에 속아 매니저를 시작한 박주혁유명 연예인의 매니저로 떵떵거릴 줄만 알았는데현실은 5분 대기조 못지않은 땜빵 로드?무시는 기본, 최저임금도 안 되는 박봉인 데다설상가상으로 버려진 걸 그룹까지 떠안게 되는데……자살한 선배의 꿈을 꾼 이후부터는 이상한 빛까지 보인다!어라? 그런데 이 빛, 도움이 된다?꺼진 불도 다시 보고, 망한 스타도 다시 보자!내 연예인에게만 따뜻한 재기 전문 매니저가막힌 앞길을 시원하게 뚫어 드립니다!                    


","7,200",8.7,공포/스릴러
31,로도스도 전기 25주년 기념 개정·신장판 외전 하이엘프의 숲,"
미즈노 료 저/문준식 역
        ","



그 시절 우리의 가슴을 뛰게 했던 판타지,『로도스도 전기』 25주년 기념 개정·신장판 출간!판타지의 고전 『로도스도 전기』가 25주년 기념 개정·신장판으로 독자들의 곁에 돌아온다. 『로도스도 전기』는 독특한 세계관과 개성 넘치는 캐릭터로 1988년 1권 출간 이후 일본 사회에 일대 센세이션을 불러일으켰으며, 오늘날까지도 동양식 판타지의 길을 연 효시적 작품으로 평가받는다. 국내에서는 1995년 『마계마인전』이라는 제호로 처음 출간되었으며, 국내 발행 부수 40만 부라는 공전의 히트를 기록했다. 이후 애니메이션으로도 소개되며 많은 이들의 유년 시절과 함께했다. 그런 만큼 개정·신장판 출간 소식이 공표되었을 때부터 SNS상에서 뜨거운 성원을 불러일으켰다. 정식 출간 전 진행된 텀블벅 크라우드 펀딩에서도 오픈 1시간 만에 목표 금액을 달성하고, 1억 원이라는 최종 후원 금액을 달성하는 기염을 토했다. 금번 출간되는 개정·신장판에서는 저자 미즈노 료가 출간 25주년을 기념하여 대폭 가필한 내용들을 만나볼 수 있다. 또한 전면 새번역하여 저자의 의도가 분명히 드러나게 하고 특유의 문체에서 오는 맛을 완벽하게 살려냈다. 기존 판본에 수록되지 않았던 이즈부치 유타카의 삽화가 모두 수록되었다는 것도 주목할 만한 요소다.『로도스도 전기』는 포세리아라는 세계의 변방에 있는 저주받은 섬 로도스를 배경으로 벌어지는 장편 판타지소설이다. 주인공 판은 로도스 각지의 위기를 수습하는 모험을 통해 ‘시골뜨기 용병’에서 ‘로도스의 기사’로 성장해간다. 현재까지도 일관된 세계관으로 이야기를 확장해나가고 있으며, 소설 외에도 미디어 믹스를 통해 애니메이션·게임·만화 등으로 끊임없이 재탄생하고 있다.                     


","13,500",10.0,판타지
32,회귀로 영웅독점 4,"
칼텍스 저
        ","



수없이 이어져 온 인간과 나찰 간의 전쟁, 그 안에서 홀로 살아남은 건 가장 재능 없다 여겨졌던 둔재, 이서하 뿐. '처음부터 다시 해보자.'이제껏 도망만 쳐 왔으나, 이제는 다르다. 복수의 돌로 다시 시작하는 인생.안타깝게 스러져 간 영웅들,대적을 도륙시킬 희대의 보구들.그 모든 것을 선점해 역사를 바꾸리라.                    


","7,200",8.0,로맨스
33,무림오적 29,"
백야 저
        ",,"7,200",10.0,무협
34,울트라 코리아 2,"
정사부 저
        ","



상암동 JTV 예능국.대한민국 방송사 중 공영 방송인 KBC 1, 2와 MBS, SBC.이렇게 공중파 3사에서 케이블 TV와 종합 편성 채널로 다양해지면서 케이블 TV 방송인 JTV도 개국을 하였다.초기, 뉴스를 중점으로 송출하던 JTV는 심의 규제가 공중파보다 약하다는 점을 이용해 좀 더 다양하고 자극적인 내용을 담은 드라마를 방영하면서 상당한 시청률을 확보하였다.JTV와 비슷한 시기에 방송을 송출한 여느 케이블 TV나 종합 편성 채널이 공중파 방송국들과 비교도 되지 않는 형편없는 시청률을 기록한 것과 달리, JTV는 정확하고 편파적이지 않은 공정한 뉴스 전달하였다.그와 더불어 파격적인 드라마로 인해 공중파에는 미치지 못하지만, 케이블 TV로는 확실히 자리매김할 수 있었다.이에 힘입어 JTV는 보다 공격적으로 채널을 키우기 위해 예능국을 신설해 예능 프로그램도 제작하기 시작하였다.하지만 뉴스나 드라마와 다르게 JTV에서 방영하는 예능 프로그램은 기대에 미치지 못했다.공중파 3사에서 방영되고 있는 예능 프로그램이 너무 재미있다 보니, 케이블 TV인 JTV의 예능을 찾아보지 않았던 것이다.“이 부장, 이 시청률이 말이 돼?”JTV 예능국 국장인 김진호는 회의실 테이블을 내려치며 호통을 쳤다.현재 그가 자신의 아래에 있는 이장수 부장을 두고 큰 소리 치는 이유는 이러했다.그와 경쟁 관계에 있던 드라마국의 이호완이 시청률을 가지고 놀렸기 때문이다.JTV의 절대 강자인 보도국과는 확연한 차이가 있고, 고만고만했던 드라마국과 예능국이 비등한 입장에 있었는데, 몇 편의 드라마가 대박을 터뜨리며 성공했던 것이다.그 때문에 비슷한 처지였던 드라마국과 예능국의 입장이 바뀌었다.그런 이호완에게 오늘 대표 회의에서 시청률로 지적을 받았다.                    


","7,200",8.9,추리/미스터리
35,울트라 코리아 1,"
정사부 저
        ","



끼룩끼룩.철썩!푸른 바다, 맑은 하늘, 그리고 요트.화려한 비키니와 수영복을 입은 20대 초반의 남녀 커플 열 명이 즐거운 음악에 맞춰 춤을 추고 있다.그중 일부는 가벼운 스킨십까지 주고받으며 분위기를 더욱 고조시킨다.근처에 제복을 입은 요트 승무원들은 그들이 즐거운 시간을 보내도록 도왔다. 마치 한 편의 관광 홍보 영상을 보는 듯하였다.하지만 흥겨워하는 그들과 동떨어진 채 파티를 지켜보는 한 사람.그 역시 아직 20대의 젊은 남자이지만, 파티를 즐기는 이들보다는 약간 나이 들어 보였다.아시아인치고는 꽤 하얀 피부를 갖고 있는 이들에 반해, 그들을 지켜보는 남자는 동남아인인 요트 승무원의 피부와 비슷했다.마치 짙은 태닝을 한 것처럼 그을려 있었다.하지만 그 사내는 동남 아시아인으로 보이기보단 아주 건강하고 강인한 인상의 특정 직종에 속한 남자 같았다.더욱이 그 사내의 머리가 배에 타고 있는 다른 이들에 비해 짧아 그러한 느낌을 더욱 강하게 풍겼다.이는 극한의 훈련을 마친 군인과 비슷했다.저벅저벅.“형, 거기에만 있지 말고 이쪽으로 와서 저희랑 같이 즐겨요.”한창 친구들과 놀던 사내가 그에게 접근하며 말을 걸었다.“아니다. 난 여기서 그냥 쉬고 있을 테니, 너나 친구들과 많이 즐겨.”굳이 어린 사촌의 친구들과 어울리고 싶은 생각이 없던 사내가 말했다.“알았어요. 그럼 전 친구들에게 가 볼 테니 생각이 바뀌면 와요.”말을 건 남자는 자신과 친구들의 보호자 역할로 함께 온 사촌 형이 무리들과 떨어져 혼자 있기에 권했는데, 본인이 싫다고 하자 더는 종용하지 않았다.솔직히 말하면 사촌간이라도 그렇게 친한 사이가 아니었기에 더 그랬다.철썩철썩!그렇게 사촌 동생이 파티를 권하고 간 후, 한 시간여가 지났다.조금 전까지만 해도 맑던 날씨가 갑자기 변하기 시작했다.                    


","7,200",9.2,공포/스릴러
36,음악의 신들과 함께한다 15,"
이한성 저
        ",,"7,200",8.6,추리/미스터리
37,줌 인,"
고도원 저
        ","







사형 판결을 앞둔 희대의 연쇄살인범, 염석희
17건의 살인 자백을 유도하는 범죄심리전문가, 심수영

구치소 안에서 마지막 살인 계획을 세우는 석희와 
그녀의 무모한 계획을 막아야 하는 수영의 숨 막히는 심리 대결

두 여자의 목숨을 건 두뇌 싸움이 시작된다!

케이스릴러 『청계산장의 재판』, 『현장검증』의 계보를 잇는 
범죄 스릴러 소설의 압도적 퀄리티!

                                    








 책의 일부 내용을 미리 읽어보실 수 있습니다. 미리보기


","12,600",7.9,추리/미스터리
38,고양이 소개소,"
임두건 저
        ","







왜 고양이인가? 이 질문에 수십만 고양이 집사들은 명쾌한 대답을 내놓지 못할지도 모른다. 그저 “사랑스러우니까.”라고만 답변할지도. 『고양이 소개소』는 반려동물인 고양이와의 인연이 인간의 선택이 아닌, 고양이의 선택과 의뢰로 그들의 인연을 관장하는 초현실적인 장소 “고양이 소개소”에 의해 맺어지는 것이며, 더불어 작은 반려동물과의 인연도 그들의 간절한 염원과 소망을 담아 마침내 연결된 소중한 것이라는 주제로 이야기를 풀어간다.

1화의 주인공은 우연히 “고양이 소개소”라는 간판을 보고 호기심에 문을 열고 들어갔다가 그곳에서 만난 신비로운 분위기의 남자로부터 자신이 키웠던 고양이와 현재 키우고 있는 고양이와의 인연에 얽힌 놀라운 이야기를 접하게 된다. 큰 충격을 받은 작가는 자신의 이야기를 포함해 고양이 소개소를 통해 연결되는 특별한 인연의 이야기들을 직접 쓰리라 결심한다. 이후 펼쳐지는 12가지 이야기들은 각각 별개의 단편들처럼 펼쳐지지만, 모든 이야기가 고양이 소개소라는 장소에 그 뿌리를 두고 고양이와 인간과의 소중한 인연을 주제로 다루고 있다.

평소와 똑같이 출근한 이후 무슨 일인지 소식도 없이 돌아오지 않는 반려자를 하염없이 기다리는 고양이 비앙카(2화 「기다림의 행복」), 삼대에 걸쳐 퍼부어진 저주로부터 시공을 초월해 가족들을 지키는 고양이 장군이(6화 「빛과 어둠」), 삶과 죽음의 갈림길인 동물 보호소에서 새로운 인연을 꿈꾸는 킷캣, 탈출을 계획하는 바람의 잭, 체념한 채 마지막을 기다리는 피터 영감(7화 「갈래길」), 이들 모두가 소중한 인연을 이야기하는 존재들이다. 이 작품은 우리가 살아가는 길지 않은 인생 속에 고양이라는 존재를 만나게 되고 인연을 맺게 된다는 것이 얼마나 큰 기쁨인가를 새삼 일깨우는 작품이다.

                                    








 책의 일부 내용을 미리 읽어보실 수 있습니다. 미리보기


","14,400",8.5,판타지
